"task1","task2_internal","task2_vendor","task2_max","task3","task4","total"
2.89248304713664,11.2543516839034,11.2459533945097,11.2543516839034,11.5649407071057,2,27.7117754381457
3.05905780555441,12.1106971565746,12.1127171609165,12.1127171609165,10.0483997651301,2,27.2201747316009
3.39910030923589,10.5591915028314,11.2128207986434,11.2128207986434,9.03230907710435,2,25.6442301849836
4.25787247724441,14.5301101813262,9.32646862495386,14.5301101813262,9.74723623234801,2,30.5352188909187
2.77784689567573,9.37611964952576,8.51764735870325,9.37611964952576,11.6392394826739,3,26.7932060278753
4.21919151503469,8.79094935716508,7.99374687626186,8.79094935716508,12.6736185661834,2,27.6837594383832
4.4238503767528,11.123140516634,9.83817130457412,11.123140516634,9.0200901632608,2,26.5670810566476
3.57339099782774,11.5019073654296,7.91887863496982,11.5019073654296,9.60093464312223,2,26.6762330063796
3.50825077958568,13.2226969162582,9.63308802302516,13.2226969162582,11.0253069470479,2,29.7562546428918
2.4305331710829,11.9273299685605,9.44119666870593,11.9273299685605,12.8942096027326,2,29.2520727423759
2.78608124560881,14.3682403102861,7.76045805150849,14.3682403102861,9.8568179256848,3,30.0111394815797
2.72778448567346,11.1584678274467,9.88054161490052,11.1584678274467,8.90304590516369,2,24.7892982182838
3.62964861438633,9.1656487237495,10.7618108126715,10.7618108126715,11.6361550764915,2,28.0276145035493
3.07766348140666,15.4989854815846,9.89723484747825,15.4989854815846,11.5927918272353,2,32.1694407902266
3.82486108054892,10.6398990451311,7.57878420031618,10.6398990451311,12.3396719130924,2,28.8044320387723
3.26396873660389,13.7619254347477,9.1917772077606,13.7619254347477,11.0180638185097,2,30.0439579898612
3.69835144896425,13.568787088438,8.12912690792925,13.568787088438,9.9705950307252,2,29.2377335681275
4.77962887889494,10.1889132085372,7.53790022887173,10.1889132085372,8.69981889103458,2,25.6683609784668
3.07132456763873,9.45652688120169,11.0459136219986,11.0459136219986,11.1578738880142,2,27.2751120776515
3.84443577760419,10.0639848018328,8.97909047553679,10.0639848018328,12.5788896807131,2,28.4873102601501
4.37408577794993,8.30272212465173,8.87924765966639,8.87924765966639,8.46442410867285,2,23.7177575462892
2.79776410288253,13.0573629906248,10.938338416268,13.0573629906248,8.80139669023047,2,26.6565237837378
3.55433150290783,9.67170178661409,9.2509118697076,9.67170178661409,9.74461139626749,2,24.9706446857894
2.61373063137174,13.2555267352326,7.34936324304937,13.2555267352326,8.95587784760409,2,26.8251352142084
2.89535579865358,9.63321605057746,7.7930325737294,9.63321605057746,8.82381634188293,2,23.352388191114
3.08080343770168,12.6344291541942,10.4561621814968,12.6344291541942,9.37231872944185,2,27.0875513213377
2.20042704277788,11.1946933703295,7.93847715147558,11.1946933703295,10.4546215512972,2,25.8497419644045
3.07498772534307,10.0914379550463,7.91884684161777,10.0914379550463,8.92182986984469,3,25.0882555502341
4.11577439209375,10.385175916983,10.0490894985631,10.385175916983,10.1054551220824,3,27.6064054311592
3.01055132766037,12.2375030000554,9.24757956819061,12.2375030000554,9.61919321521389,3,27.8672475429297
3.23718426737966,11.5720991945016,9.30368128250509,11.5720991945016,9.78227465625643,3,27.5915581181377
3.44996611409638,10.9532380485795,7.98130344247993,10.9532380485795,9.35623639633874,3,26.7594405590146
3.25679830263197,10.3560720297527,8.8235679707271,10.3560720297527,9.84782019696149,2,25.4606905293461
2.74743080230422,14.7575011373675,10.7768725754667,14.7575011373675,9.98814851909401,3,30.4930804587657
3.98227700804292,11.8769441452919,8.04554750661825,11.8769441452919,11.7368362051092,2,29.5960573584441
3.58961013515914,9.77223551133729,8.82213779136005,9.77223551133729,9.61512002186052,2,24.976965668357
3.8888920684106,10.4452415432613,8.27869679704058,10.4452415432613,9.89682700491612,2,26.230960616588
2.56906140060943,11.1652164414717,10.1580686640351,11.1652164414717,8.20870623060635,2,23.9429840726875
3.71246968045074,13.6301568711981,12.2922716192311,13.6301568711981,13.0224711359615,3,33.3650976876104
3.12054438143944,9.56290788095144,8.59428228752774,9.56290788095144,9.5418549234458,2,24.2253071858367
3.96350483102676,9.92025663885899,9.11781603016147,9.92025663885899,8.41311644211542,2,24.2968779120012
3.54478907471101,9.61487375821162,8.19179553605739,9.61487375821162,9.60640032549206,2,24.7660631584147
3.85877108945511,11.697518069088,10.7049765873098,11.697518069088,10.7151007009307,2,28.2713898594738
3.36238523145644,11.1090439898563,7.88709557766937,11.1090439898563,9.37387930657917,2,25.845308527892
3.32021354963979,9.73490697417571,10.7219750256088,10.7219750256088,13.2809423869742,2,29.3231309622228
3.87578355737728,10.6680503495141,8.2191089138318,10.6680503495141,8.70271473776833,3,26.2465486446597
2.26456304919882,11.5227939796132,10.6883339641834,11.5227939796132,8.87646158531242,2,24.6638186141244
3.228949574467,10.2405377959795,9.08494926553336,10.2405377959795,9.29963080550286,3,25.7691181759494
3.73267306192175,11.0086425421361,9.96393680222874,11.0086425421361,9.14080755932783,3,26.8821231633857
3.64220374830967,14.2944062707765,11.588981042327,14.2944062707765,12.7319640731362,3,33.6685740922223
3.22960957210372,8.85828245462194,8.12367308365606,8.85828245462194,9.56877147172577,2,23.6566634984514
4.08745239082764,11.2748929140422,10.3871661085875,11.2748929140422,9.77657469476408,2,27.1389199996339
3.16385802382958,10.8277391353647,8.36981701910529,10.8277391353647,10.2712254757743,2,26.2628226349686
2.85696664526363,13.8799864479349,8.77169654694346,13.8799864479349,9.33897657495791,2,28.0759296681564
2.46047490858335,13.6104465530001,10.6699770009054,13.6104465530001,9.77745837983425,2,27.8483798414177
2.54625862054323,9.61612433348441,9.88138134635463,9.88138134635463,9.88481782298837,3,25.3124577898862
2.97407141501445,12.5511098528965,8.06982269574278,12.5511098528965,9.49019121989482,2,27.0153724878057
3.30053113566603,10.6468126974541,8.37899064725649,10.6468126974541,8.14357623600285,2,24.090920069123
3.57593204463628,11.3884633025402,10.3216006939707,11.3884633025402,13.0994847108833,3,31.0638800580598
3.11346378861437,9.13256722129704,8.79727368959269,9.13256722129704,8.8230890228291,2,23.0691200327405
4.27698931235876,9.36568571715168,8.88731575636651,9.36568571715168,10.3199410136311,2,25.9626160431416
2.93851484712835,14.1050706976787,9.76024183233882,14.1050706976787,12.0426858735941,3,32.0862714184011
3.19844355002635,13.5884701023326,9.03568874796786,13.5884701023326,11.9696888909938,2,30.7566025433527
2.99859101866709,9.61595854848603,12.7045671991878,12.7045671991878,10.5818588371847,3,29.2850170550395
3.5526654852533,11.2581720048527,8.60582550028643,11.2581720048527,8.09417311732895,2,24.905010607435
2.87980130833723,14.1642505833403,9.86598225004757,14.1642505833403,9.49675435474817,2,28.5408062464257
3.23117877942787,10.3109199074601,9.23380631644315,10.3109199074601,12.0285280667997,2,27.5706267536876
3.81588177274203,9.60396823349859,9.67709378122808,9.67709378122808,10.1535774755986,2,25.6465530295687
2.50273327232676,14.4462883336077,10.8634993705464,14.4462883336077,12.3139390657409,3,32.2629606716753
4.13508843239428,10.9199545607249,7.35754401043194,10.9199545607249,13.3592527396431,2,30.4142957327622
3.00862801743771,9.87945050408692,10.207107117823,10.207107117823,9.4657538627044,3,25.6814889979651
4.01849202811574,8.17974348854532,11.3042279917848,11.3042279917848,8.27752089132222,3,26.6002409112228
3.02012650276653,11.7246339288077,9.23093252638456,11.7246339288077,9.79658881648993,3,27.5413492480642
3.0006625059248,10.6446554043927,11.4054001223676,11.4054001223676,11.3966229192869,2,27.8026855475793
3.22746155766415,13.8094670306884,10.8525437215879,13.8094670306884,12.8039921137324,2,31.8409207020849
4.19575502181869,11.1299214847495,7.7919728985847,11.1299214847495,11.1348600800507,2,28.4605365866188
4.09780092207045,12.3766562251903,11.917109084698,12.3766562251903,10.191217356561,2,28.6656745038218
3.08687095595725,8.66316350783735,9.53222959809153,9.53222959809153,11.1748707846941,2,25.7939713387429
3.84411254570773,10.5421464136099,9.5271078923061,10.5421464136099,11.881550074117,3,29.2678090334346
4.51390122743165,10.5744810188355,8.55391895704698,10.5744810188355,11.6658163066005,2,28.7541985528676
3.15824999216594,10.3622162877215,10.233040597132,10.3622162877215,11.1100900002306,2,26.630556280118
3.68664097531893,10.476661232815,9.70383562440354,10.476661232815,9.90660935426011,2,26.069911562394
3.10262450036544,11.8359018438266,9.93893250114184,11.8359018438266,9.8906583315398,2,26.8291846757319
2.98795569517794,8.72569224835377,8.92306941049425,8.92306941049425,11.7814549704276,2,25.6924800760998
3.79273983258163,12.1812625442912,8.40311581011515,12.1812625442912,9.7050401203359,2,27.6790424972088
2.77979277082749,13.0246143752775,11.0862584894122,13.0246143752775,10.8746940915258,3,29.6791012376308
3.68346186337795,11.137520896468,8.45768607735976,11.137520896468,8.68330906321452,2,25.5042918230605
2.60421499739921,9.34219298700226,9.84866019285386,9.84866019285386,11.734895462796,2,26.187770653049
