"task1","task2_internal","task2_vendor","task2_max","task3","task4","total"
4.0895808514159,13.5565996608006,10.7799999117764,13.5565996608006,12.3065070836185,2,27.7117754381457
3.66758086029508,13.6617703163809,11.3115408364923,13.6617703163809,12.9782181905246,2,27.2201747316009
4.8613092710659,14.6443602140116,10.2762177919674,14.6443602140116,13.163670646182,2,25.6442301849836
3.28423879651408,15.2747246314608,12.2327668234677,15.2747246314608,11.8251019099324,2,30.5352188909187
3.7317248524676,12.9928275019793,10.9748968813103,12.9928275019793,11.8787543543737,2,26.7932060278753
4.05904611894601,12.8922534016258,10.4917281243265,12.8922534016258,12.0096259555115,2,27.6837594383832
2.98049202854327,12.5860956542903,10.5254356788064,12.5860956542903,11.8871644883156,2,26.5670810566476
2.95857118088006,13.0551382852157,11.440569218026,13.0551382852157,12.08461151692,2,26.6762330063796
2.54503560161291,13.5107733308294,11.3519145999239,13.5107733308294,12.0155813420726,3,29.7562546428918
3.75459698928356,12.5450315802865,10.3210487219739,12.5450315802865,12.1124089444839,3,29.2520727423759
3.86111785840919,13.417341129494,11.4328185296959,13.417341129494,11.7874045968756,2,30.0111394815797
3.6283223094531,15.2713170997862,11.7481553582939,15.2713170997862,13.3356954379396,2,24.7892982182838
3.68864380169392,13.1213894935143,10.6743652513865,13.1213894935143,11.9243793438201,2,28.0276145035493
2.58407819733432,11.5138624868667,12.4173208073391,12.4173208073391,12.0412621102293,2,32.1694407902266
3.72962732670926,12.5772202655748,10.2462558242793,12.5772202655748,13.4199988525825,3,28.8044320387723
3.26589803613685,12.6036811144214,11.7577879806155,12.6036811144214,12.7689071910413,2,30.0439579898612
3.18893651207926,13.2901308967067,10.7919843581894,13.2901308967067,13.7027843141647,3,29.2377335681275
4.41893784824325,12.9342506111479,11.1387308906632,12.9342506111479,13.6864367538793,2,25.6683609784668
3.23494954656347,13.7405088473088,11.2862131844045,13.7405088473088,12.9583496779244,3,27.2751120776515
2.69347026838103,15.3542493477674,11.9299555621688,15.3542493477674,11.8109282938863,3,28.4873102601501
3.16576530981069,14.8787062296711,10.4520856931553,14.8787062296711,12.2497741345255,2,23.7177575462892
3.30990738857663,13.5370798417137,10.7555693149025,13.5370798417137,12.7623108360923,2,26.6565237837378
3.39382395957503,14.2105478532503,10.64806417406,14.2105478532503,13.6287985443516,2,24.9706446857894
3.76195990134577,12.9866981714994,11.8511854420944,12.9866981714994,12.2543996680942,2,26.8251352142084
3.9703216486029,14.9542296445291,11.228145141817,14.9542296445291,12.5990985994825,2,23.352388191114
3.11506836947752,14.8739119652727,12.5553733121113,14.8739119652727,12.7278978181257,3,27.0875513213377
3.49594758932878,12.6975256729255,11.6671813393396,12.6975256729255,12.4468489990675,2,25.8497419644045
3.83056225667905,13.9575607797336,10.700952711319,13.9575607797336,12.1186712558899,2,25.0882555502341
3.56679733222569,14.3889596745279,10.6675605608002,14.3889596745279,12.401997499909,2,27.6064054311592
3.67133087109449,12.776601629742,11.3345728864944,12.776601629742,12.9605870094077,3,27.8672475429297
2.62694420429372,11.0177430064657,12.2090981659496,12.2090981659496,12.0744660144641,2,27.5915581181377
2.77810167543731,9.67353299631568,10.3154805761687,10.3154805761687,12.4399245200377,3,26.7594405590146
2.91449918082026,14.6973104202245,10.3944882949755,14.6973104202245,12.6610974963225,2,25.4606905293461
3.36345428901257,14.5528400832337,12.529215936378,14.5528400832337,11.9666846280662,2,30.4930804587657
3.51409766572752,14.1345945356854,10.3327396668002,14.1345945356854,12.2923396920979,2,29.5960573584441
3.08382233632637,13.0700607756039,10.7041861571203,13.0700607756039,11.9614897729444,2,24.976965668357
3.63061133620065,13.6687262659588,11.7262836349158,13.6687262659588,13.1592585023797,3,26.230960616588
3.61357438455647,13.1693190013332,11.0317022302778,13.1693190013332,12.2275506948033,2,23.9429840726875
3.0365283569829,13.4000800351967,11.5645321193034,13.4000800351967,11.7763782906401,3,33.3650976876104
2.63467745847221,10.8957632466996,10.2386964900388,10.8957632466996,12.2277385236721,2,24.2253071858367
3.05116744453408,13.9746311806461,11.0602065204454,13.9746311806461,12.5663227920405,2,24.2968779120012
3.1951207241171,14.397308044823,11.0091661756097,14.397308044823,12.5744239998955,3,24.7660631584147
3.08854003467216,14.7613434096876,12.0672278308322,14.7613434096876,13.4502223954849,2,28.2713898594738
3.30300300428125,14.6528692523696,11.7716820417995,14.6528692523696,13.063755207623,2,25.845308527892
2.27135697898838,8.85895968718742,10.1910492891094,10.1910492891094,13.3519580797062,2,29.3231309622228
3.49411896014306,14.1781827092109,12.1526722445829,14.1781827092109,12.9650428728444,2,26.2465486446597
3.92885865071008,12.94974514228,10.2078766718518,12.94974514228,12.2427926724462,2,24.6638186141244
3.39560660296631,15.0218235021047,11.8758958055091,15.0218235021047,13.2235359786101,2,25.7691181759494
3.80588534187327,14.1507210523132,12.3373060570486,14.1507210523132,12.2362526406661,2,26.8821231633857
2.65868530012571,9.50176027570392,9.83858572469116,9.83858572469116,12.3803835362719,2,33.6685740922223
